Channel2,Gender,Race,Age,Age_Group,Province,Watch_Time,watch_time_classification,total_watch_time_hours,avg_watch_time_hours,viewing_date,Day,Date,Month,day_classification,viewing_segment_classification
ICC Cricket World Cup 2011,male,indian_asian,42,4. Adult,Gauteng,0:07:30,2. Short_watch,0.125,0.125,41:00.0,Thu,3,Mar,Weekday,2. Morning_Peak
SuperSport Blitz,male,black,28,3. Young Adult,Eastern Cape,0:00:50,1. Skim,0.013889,0.013889,44:00.0,Fri,8,Jan,Weekday,4. Afternoon
Channel O,male,black,28,3. Young Adult,Eastern Cape,0:09:06,2. Short_watch,0.151667,0.151667,02:00.0,Sun,10,Jan,Weekend,5. Evening
Channel O,male,black,26,3. Young Adult,Western Cape,0:02:15,1. Skim,0.0375,0.0375,31:00.0,Sun,21,Feb,Weekend,2. Morning_Peak
Boomerang,male,black,25,3. Young Adult,North West,0:01:18,1. Skim,0.021667,0.021667,23:00.0,Tue,2,Feb,Weekday,3. Mid_Morning
ICC Cricket World Cup 2011,male,None,23,3. Young Adult,Gauteng,0:30:52,3. Regular_watch,0.514444,0.514444,57:00.0,Wed,30,Mar,Weekday,4. Afternoon
Boomerang,male,black,37,4. Adult,Mpumalanga,0:04:44,1. Skim,0.078889,0.078889,09:00.0,Mon,8,Feb,Weekday,4. Afternoon
SuperSport Blitz,male,black,30,3. Young Adult,Mpumalanga,0:07:14,2. Short_watch,0.120556,0.120556,03:00.0,Sun,20,Mar,Weekend,4. Afternoon
Supersport Live Events,male,indian_asian,36,4. Adult,Kwazulu Natal,0:11:42,2. Short_watch,0.195,0.195,41:00.0,Thu,3,Mar,Weekday,4. Afternoon
Trace TV,male,indian_asian,27,3. Young Adult,Gauteng,0:02:06,1. Skim,0.035,0.035,22:00.0,Tue,29,Mar,Weekday,6. Evening_Peak
Cartoon Network,male,coloured,27,3. Young Adult,Kwazulu Natal,0:00:57,1. Skim,0.015833,0.015833,51:00.0,Sun,6,Mar,Weekend,6. Evening_Peak
SuperSport Blitz,male,indian_asian,23,3. Young Adult,Limpopo,0:04:24,1. Skim,0.073334,0.073334,49:00.0,Tue,29,Mar,Weekday,6. Evening_Peak
Cartoon Network,male,indian_asian,32,3. Young Adult,Gauteng,0:20:19,3. Regular_watch,0.338611,0.338611,27:00.0,Sat,19,Mar,Weekend,3. Mid_Morning
Channel O,male,indian_asian,49,4. Adult,Kwazulu Natal,0:24:39,3. Regular_watch,0.410833,0.410833,31:00.0,Tue,15,Mar,Weekday,6. Evening_Peak
SuperSport Blitz,male,coloured,43,4. Adult,Western Cape,0:01:28,1. Skim,0.024445,0.024445,31:00.0,Sat,20,Feb,Weekend,3. Mid_Morning
Trace TV,male,coloured,43,4. Adult,Western Cape,0:07:39,2. Short_watch,0.1275,0.1275,45:00.0,Wed,27,Jan,Weekday,6. Evening_Peak
Cartoon Network,male,black,28,3. Young Adult,Gauteng,0:08:13,2. Short_watch,0.136944,0.136944,30:00.0,Sat,9,Jan,Weekend,4. Afternoon
ICC Cricket World Cup 2011,male,white,42,4. Adult,Gauteng,0:03:06,1. Skim,0.051667,0.051667,43:00.0,Tue,15,Mar,Weekday,4. Afternoon
Trace TV,male,coloured,23,3. Young Adult,Mpumalanga,0:02:18,1. Skim,0.038333,0.038333,01:00.0,Tue,19,Jan,Weekday,1. Graveyard
Boomerang,male,black,32,3. Young Adult,Kwazulu Natal,0:00:27,1. Skim,0.0075,0.0075,47:00.0,Sun,21,Feb,Weekend,5. Evening
Cartoon Network,male,coloured,27,3. Young Adult,Western Cape,0:04:43,1. Skim,0.078611,0.078611,48:00.0,Sat,20,Feb,Weekend,1. Graveyard
Supersport Live Events,male,coloured,27,3. Young Adult,Western Cape,0:00:12,1. Skim,0.003333,0.003333,22:00.0,Fri,19,Feb,Weekday,2. Morning_Peak
Boomerang,male,coloured,27,3. Young Adult,Western Cape,0:02:25,1. Skim,0.040277,0.040277,10:00.0,Sun,6,Mar,Weekend,5. Evening
Africa Magic,male,black,30,3. Young Adult,Mpumalanga,0:00:17,1. Skim,0.004722,0.004722,27:00.0,Sun,21,Feb,Weekend,4. Afternoon
SuperSport Blitz,male,coloured,45,4. Adult,Western Cape,0:02:22,1. Skim,0.039444,0.039444,10:00.0,Sun,13,Mar,Weekend,6. Evening_Peak
Africa Magic,male,black,13,2. Teen,Western Cape,0:04:38,1. Skim,0.077223,0.077223,01:00.0,Wed,2,Mar,Weekday,4. Afternoon
Trace TV,male,coloured,24,3. Young Adult,Western Cape,0:08:21,2. Short_watch,0.139166,0.139166,01:00.0,Mon,25,Jan,Weekday,6. Evening_Peak
SuperSport Blitz,male,black,28,3. Young Adult,Gauteng,0:00:30,1. Skim,0.008333,0.008333,11:00.0,Tue,2,Feb,Weekday,6. Evening_Peak
Boomerang,male,black,28,3. Young Adult,Gauteng,0:05:54,2. Short_watch,0.098333,0.098333,49:00.0,Sat,27,Feb,Weekend,3. Mid_Morning
ICC Cricket World Cup 2011,male,black,28,3. Young Adult,Gauteng,0:02:44,1. Skim,0.045555,0.045555,42:00.0,Tue,15,Mar,Weekday,5. Evening
Africa Magic,male,black,32,3. Young Adult,Kwazulu Natal,0:00:53,1. Skim,0.014722,0.014722,27:00.0,Wed,27,Jan,Weekday,3. Mid_Morning
Cartoon Network,male,black,24,3. Young Adult,Limpopo,0:06:19,2. Short_watch,0.105278,0.105278,38:00.0,Thu,11,Feb,Weekday,6. Evening_Peak
Channel O,male,black,51,4. Adult,Gauteng,0:01:15,1. Skim,0.020834,0.020834,54:00.0,Sun,24,Jan,Weekend,5. Evening
CNN,male,coloured,37,4. Adult,Northern Cape,0:00:24,1. Skim,0.006667,0.006667,10:00.0,Wed,24,Feb,Weekday,6. Evening_Peak
Supersport Live Events,male,black,36,4. Adult,Mpumalanga,0:02:06,1. Skim,0.035,0.035,26:00.0,Fri,29,Jan,Weekday,6. Evening_Peak
Supersport Live Events,male,black,28,3. Young Adult,Limpopo,0:05:06,2. Short_watch,0.085,0.085,56:00.0,Fri,12,Feb,Weekday,5. Evening
Boomerang,female,coloured,24,3. Young Adult,Western Cape,0:06:41,2. Short_watch,0.111389,0.111389,10:00.0,Thu,17,Mar,Weekday,6. Evening_Peak
Boomerang,male,coloured,26,3. Young Adult,Western Cape,0:15:12,3. Regular_watch,0.253333,0.253333,59:00.0,Tue,1,Mar,Weekday,6. Evening_Peak
Channel O,male,black,23,3. Young Adult,Eastern Cape,0:02:24,1. Skim,0.04,0.04,28:00.0,Tue,2,Feb,Weekday,4. Afternoon
CNN,male,other,44,4. Adult,Gauteng,0:15:17,3. Regular_watch,0.254722,0.254722,09:00.0,Mon,25,Jan,Weekday,3. Mid_Morning
Supersport Live Events,male,black,18,2. Teen,Kwazulu Natal,0:00:20,1. Skim,0.005556,0.005556,25:00.0,Sun,13,Mar,Weekend,4. Afternoon
Boomerang,male,black,27,3. Young Adult,Gauteng,0:00:11,1. Skim,0.003056,0.003056,35:00.0,Fri,11,Mar,Weekday,6. Evening_Peak
Supersport Live Events,male,coloured,41,4. Adult,Eastern Cape,0:16:12,3. Regular_watch,0.27,0.27,18:00.0,Fri,11,Mar,Weekday,3. Mid_Morning
CNN,male,coloured,43,4. Adult,Gauteng,0:01:19,1. Skim,0.021945,0.021945,50:00.0,Thu,10,Mar,Weekday,3. Mid_Morning
Boomerang,male,black,34,3. Young Adult,Gauteng,0:00:44,1. Skim,0.012222,0.012222,18:00.0,Sat,13,Feb,Weekend,5. Evening
Africa Magic,male,black,32,3. Young Adult,Gauteng,0:00:41,1. Skim,0.011389,0.011389,56:00.0,Fri,8,Jan,Weekday,6. Evening_Peak
Channel O,male,None,51,4. Adult,Eastern Cape,0:00:12,1. Skim,0.003333,0.003333,53:00.0,Sat,9,Jan,Weekend,6. Evening_Peak
CNN,male,None,51,4. Adult,Eastern Cape,0:00:00,1. Skim,0,0.00E+00,36:00.0,Fri,12,Feb,Weekday,2. Morning_Peak
ICC Cricket World Cup 2011,female,black,30,3. Young Adult,Kwazulu Natal,0:06:36,2. Short_watch,0.11,0.11,58:00.0,Sun,6,Mar,Weekend,3. Mid_Morning
Trace TV,male,None,22,3. Young Adult,Kwazulu Natal,0:01:57,1. Skim,0.0325,0.0325,10:00.0,Mon,18,Jan,Weekday,6. Evening_Peak
Channel O,male,black,48,4. Adult,Gauteng,0:00:27,1. Skim,0.0075,0.0075,47:00.0,Thu,11,Feb,Weekday,6. Evening_Peak
Cartoon Network,male,black,41,4. Adult,Gauteng,0:00:00,1. Skim,0,0.00E+00,49:00.0,Tue,22,Mar,Weekday,6. Evening_Peak
ICC Cricket World Cup 2011,male,None,28,3. Young Adult,Eastern Cape,0:02:14,1. Skim,0.037222,0.037222,45:00.0,Wed,24,Feb,Weekday,4. Afternoon
ICC Cricket World Cup 2011,male,black,25,3. Young Adult,Gauteng,0:09:42,2. Short_watch,0.161667,0.161667,43:00.0,Sun,13,Mar,Weekend,4. Afternoon
Supersport Live Events,None,None,0,1. Children,None,0:00:00,1. Skim,0,0.00E+00,02:00.0,Sun,20,Mar,Weekend,5. Evening
SuperSport Blitz,male,black,30,3. Young Adult,Western Cape,0:02:06,1. Skim,0.035,0.035,07:00.0,Thu,4,Feb,Weekday,4. Afternoon
SuperSport Blitz,female,None,32,3. Young Adult,Western Cape,0:02:14,1. Skim,0.037222,0.037222,27:00.0,Sat,12,Mar,Weekend,5. Evening
ICC Cricket World Cup 2011,None,None,0,1. Children,None,0:01:44,1. Skim,0.028889,0.028889,28:00.0,Sat,12,Mar,Weekend,4. Afternoon
Cartoon Network,female,None,39,4. Adult,Mpumalanga,0:20:50,3. Regular_watch,0.347222,0.347222,42:00.0,Sun,13,Mar,Weekend,4. Afternoon
Supersport Live Events,female,indian_asian,48,4. Adult,Western Cape,0:00:04,1. Skim,0.001111,0.001111,56:00.0,Thu,24,Mar,Weekday,3. Mid_Morning
CNN,male,indian_asian,24,3. Young Adult,Limpopo,0:00:08,1. Skim,0.002222,0.002222,30:00.0,Sat,12,Mar,Weekend,4. Afternoon
Channel O,None,None,0,1. Children,None,0:02:45,1. Skim,0.045833,0.045833,45:00.0,Sat,19,Mar,Weekend,2. Morning_Peak
Trace TV,male,black,31,3. Young Adult,Northern Cape,0:01:09,1. Skim,0.019167,0.019167,31:00.0,Wed,24,Feb,Weekday,3. Mid_Morning
E! Entertainment,male,coloured,28,3. Young Adult,Kwazulu Natal,0:01:20,1. Skim,0.022223,0.022223,58:00.0,Sun,31,Jan,Weekend,6. Evening_Peak
Channel O,male,black,32,3. Young Adult,Mpumalanga,0:00:27,1. Skim,0.0075,0.0075,41:00.0,Wed,10,Feb,Weekday,6. Evening_Peak
Supersport Live Events,male,black,22,3. Young Adult,Gauteng,0:00:00,1. Skim,0,0.00E+00,22:00.0,Thu,3,Mar,Weekday,6. Evening_Peak
SuperSport Blitz,male,black,38,4. Adult,Limpopo,0:06:58,2. Short_watch,0.116111,0.116111,02:00.0,Wed,20,Jan,Weekday,5. Evening
Channel O,male,black,36,4. Adult,Gauteng,0:13:06,2. Short_watch,0.218334,0.218334,08:00.0,Wed,2,Mar,Weekday,2. Morning_Peak
ICC Cricket World Cup 2011,male,coloured,33,3. Young Adult,Limpopo,0:13:32,2. Short_watch,0.225556,0.225556,09:00.0,Wed,2,Mar,Weekday,4. Afternoon
SuperSport Blitz,male,white,27,3. Young Adult,Western Cape,0:01:58,1. Skim,0.032778,0.032778,55:00.0,Sat,5,Mar,Weekend,3. Mid_Morning
Africa Magic,male,black,29,3. Young Adult,Gauteng,0:00:02,1. Skim,0.000556,0.000556,11:00.0,Sun,13,Mar,Weekend,4. Afternoon
ICC Cricket World Cup 2011,male,None,41,4. Adult,Western Cape,0:00:00,1. Skim,0,0.00E+00,57:00.0,Tue,29,Mar,Weekday,5. Evening
Channel O,male,indian_asian,42,4. Adult,Kwazulu Natal,0:01:12,1. Skim,0.02,0.02,49:00.0,Wed,2,Mar,Weekday,6. Evening_Peak
SuperSport Blitz,male,indian_asian,42,4. Adult,Kwazulu Natal,0:16:50,3. Regular_watch,0.280556,0.280556,22:00.0,Fri,4,Mar,Weekday,4. Afternoon
CNN,male,black,47,4. Adult,Gauteng,0:24:34,3. Regular_watch,0.409444,0.409444,04:00.0,Fri,11,Mar,Weekday,3. Mid_Morning
Cartoon Network,None,None,0,1. Children,None,0:00:21,1. Skim,0.005833,0.005833,17:00.0,Sun,6,Mar,Weekend,4. Afternoon
Cartoon Network,male,black,36,4. Adult,Gauteng,0:00:03,1. Skim,0.000833,0.000833,44:00.0,Fri,4,Mar,Weekday,4. Afternoon
Cartoon Network,male,coloured,43,4. Adult,Western Cape,0:00:34,1. Skim,0.009444,0.009444,33:00.0,Thu,18,Feb,Weekday,6. Evening_Peak
ICC Cricket World Cup 2011,male,indian_asian,36,4. Adult,Western Cape,0:04:14,1. Skim,0.070556,0.070556,42:00.0,Tue,29,Mar,Weekday,4. Afternoon
Africa Magic,male,black,39,4. Adult,Gauteng,0:00:58,1. Skim,0.016111,0.016111,30:00.0,Mon,22,Feb,Weekday,4. Afternoon
Africa Magic,male,black,39,4. Adult,Gauteng,0:02:42,1. Skim,0.045,0.045,15:00.0,Sun,24,Jan,Weekend,5. Evening
Africa Magic,male,black,39,4. Adult,Gauteng,0:00:01,1. Skim,0.000278,0.000278,12:00.0,Fri,25,Mar,Weekday,1. Graveyard
CNN,male,black,45,4. Adult,Gauteng,0:03:45,1. Skim,0.0625,0.0625,44:00.0,Thu,24,Mar,Weekday,5. Evening
CNN,male,black,45,4. Adult,Gauteng,0:02:56,1. Skim,0.048889,0.048889,22:00.0,Sat,6,Feb,Weekend,4. Afternoon
DStv Events 1,male,white,31,3. Young Adult,North West,0:04:00,1. Skim,0.066667,0.066667,03:00.0,Sun,7,Feb,Weekend,1. Graveyard
Trace TV,female,black,32,3. Young Adult,Gauteng,0:00:39,1. Skim,0.010833,0.010833,13:00.0,Tue,1,Mar,Weekday,4. Afternoon
CNN,male,black,22,3. Young Adult,Limpopo,0:02:30,1. Skim,0.041666,0.041666,04:00.0,Wed,13,Jan,Weekday,6. Evening_Peak
Supersport Live Events,male,coloured,35,3. Young Adult,Western Cape,0:08:04,2. Short_watch,0.134444,0.134444,33:00.0,Thu,24,Mar,Weekday,4. Afternoon
Channel O,male,black,38,4. Adult,Kwazulu Natal,0:12:15,2. Short_watch,0.204167,0.204167,17:00.0,Sat,20,Feb,Weekend,5. Evening
SuperSport Blitz,male,coloured,34,3. Young Adult,Gauteng,0:00:28,1. Skim,0.007778,0.007778,39:00.0,Sat,30,Jan,Weekend,2. Morning_Peak
Africa Magic,female,black,29,3. Young Adult,Gauteng,0:00:00,1. Skim,0,0.00E+00,51:00.0,Mon,8,Feb,Weekday,6. Evening_Peak
ICC Cricket World Cup 2011,male,indian_asian,43,4. Adult,Gauteng,0:56:14,3. Regular_watch,0.937222,0.937222,51:00.0,Sat,5,Mar,Weekend,3. Mid_Morning
Supersport Live Events,male,black,42,4. Adult,North West,0:00:42,1. Skim,0.011667,0.011667,55:00.0,Thu,3,Mar,Weekday,6. Evening_Peak
Africa Magic,male,black,34,3. Young Adult,Kwazulu Natal,0:04:54,1. Skim,0.081667,0.081667,16:00.0,Tue,22,Mar,Weekday,6. Evening_Peak
E! Entertainment,male,coloured,39,4. Adult,Gauteng,0:00:52,1. Skim,0.014444,0.014444,57:00.0,Fri,4,Mar,Weekday,4. Afternoon
Cartoon Network,female,white,40,4. Adult,Gauteng,0:42:17,3. Regular_watch,0.704722,0.704722,16:00.0,Tue,22,Mar,Weekday,4. Afternoon
E! Entertainment,male,other,37,4. Adult,Western Cape,0:02:10,1. Skim,0.036111,0.036111,20:00.0,Sun,14,Feb,Weekend,4. Afternoon
E! Entertainment,male,other,37,4. Adult,Western Cape,0:15:50,3. Regular_watch,0.263889,0.263889,14:00.0,Thu,3,Mar,Weekday,5. Evening
ICC Cricket World Cup 2011,None,None,0,1. Children,None,0:01:46,1. Skim,0.029445,0.029445,19:00.0,Fri,25,Mar,Weekday,4. Afternoon
Vuzu,male,coloured,28,3. Young Adult,Eastern Cape,0:00:10,1. Skim,0.002778,0.002778,35:00.0,Sun,13,Mar,Weekend,2. Morning_Peak
Africa Magic,male,black,24,3. Young Adult,Mpumalanga,0:00:32,1. Skim,0.008889,0.008889,19:00.0,Sun,6,Mar,Weekend,6. Evening_Peak
Supersport Live Events,male,indian_asian,34,3. Young Adult,Limpopo,0:02:44,1. Skim,0.045555,0.045555,33:00.0,Thu,3,Mar,Weekday,3. Mid_Morning
ICC Cricket World Cup 2011,male,black,33,3. Young Adult,Mpumalanga,0:00:28,1. Skim,0.007778,0.007778,57:00.0,Fri,25,Mar,Weekday,5. Evening
M-Net,male,black,28,3. Young Adult,Mpumalanga,0:00:09,1. Skim,0.0025,0.0025,19:00.0,Wed,17,Feb,Weekday,1. Graveyard
Channel O,male,black,28,3. Young Adult,Mpumalanga,0:04:57,1. Skim,0.0825,0.0825,37:00.0,Wed,17,Feb,Weekday,3. Mid_Morning
Supersport Live Events,male,None,36,4. Adult,Northern Cape,0:02:58,1. Skim,0.049444,0.049444,54:00.0,Fri,12,Feb,Weekday,4. Afternoon
Africa Magic,male,None,36,4. Adult,Northern Cape,0:02:03,1. Skim,0.034166,0.034166,03:00.0,Tue,23,Feb,Weekday,4. Afternoon
Boomerang,male,white,30,3. Young Adult,Kwazulu Natal,0:01:02,1. Skim,0.017223,0.017223,41:00.0,Sat,2,Jan,Weekend,6. Evening_Peak
ICC Cricket World Cup 2011,male,coloured,30,3. Young Adult,Western Cape,0:52:22,3. Regular_watch,0.872778,0.872778,52:00.0,Sat,12,Mar,Weekend,4. Afternoon
Supersport Live Events,male,indian_asian,31,3. Young Adult,Gauteng,0:00:00,1. Skim,0,0.00E+00,54:00.0,Tue,29,Mar,Weekday,6. Evening_Peak
ICC Cricket World Cup 2011,male,indian_asian,32,3. Young Adult,Gauteng,0:02:02,1. Skim,0.033889,0.033889,20:00.0,Wed,23,Mar,Weekday,4. Afternoon
Channel O,male,black,34,3. Young Adult,Free State,0:11:24,2. Short_watch,0.19,0.19,56:00.0,Sat,27,Feb,Weekend,3. Mid_Morning
ICC Cricket World Cup 2011,male,coloured,41,4. Adult,Eastern Cape,0:01:32,1. Skim,0.025556,0.025556,06:00.0,Sat,5,Mar,Weekend,5. Evening
Africa Magic,male,black,34,3. Young Adult,Western Cape,0:00:32,1. Skim,0.008889,0.008889,31:00.0,Wed,24,Feb,Weekday,2. Morning_Peak
ICC Cricket World Cup 2011,male,indian_asian,28,3. Young Adult,Limpopo,0:03:56,1. Skim,0.065556,0.065556,40:00.0,Wed,16,Mar,Weekday,4. Afternoon
Supersport Live Events,male,None,26,3. Young Adult,Gauteng,0:03:14,1. Skim,0.053889,0.053889,07:00.0,Thu,18,Feb,Weekday,3. Mid_Morning
Channel O,male,black,28,3. Young Adult,Gauteng,0:01:03,1. Skim,0.0175,0.0175,03:00.0,Mon,22,Feb,Weekday,2. Morning_Peak
Vuzu,male,black,28,3. Young Adult,Gauteng,0:00:16,1. Skim,0.004444,0.004444,58:00.0,Thu,4,Feb,Weekday,5. Evening
Vuzu,male,white,28,3. Young Adult,Gauteng,0:00:20,1. Skim,0.005556,0.005556,20:00.0,Sun,13,Mar,Weekend,1. Graveyard
ICC Cricket World Cup 2011,male,black,39,4. Adult,Free State,0:00:06,1. Skim,0.001667,0.001667,09:00.0,Sun,13,Mar,Weekend,2. Morning_Peak
SuperSport Blitz,male,black,37,4. Adult,Kwazulu Natal,0:00:00,1. Skim,0,0.00E+00,27:00.0,Sun,10,Jan,Weekend,6. Evening_Peak
Cartoon Network,male,indian_asian,38,4. Adult,Gauteng,0:03:16,1. Skim,0.054444,0.054444,30:00.0,Tue,29,Mar,Weekday,3. Mid_Morning
Cartoon Network,male,white,44,4. Adult,Western Cape,0:00:54,1. Skim,0.015,0.015,31:00.0,Thu,11,Feb,Weekday,5. Evening
kykNET,male,black,42,4. Adult,Western Cape,0:14:51,2. Short_watch,0.2475,0.2475,03:00.0,Sat,30,Jan,Weekend,5. Evening
Africa Magic,female,black,48,4. Adult,Gauteng,0:01:01,1. Skim,0.016945,0.016945,15:00.0,Wed,24,Feb,Weekday,1. Graveyard
Supersport Live Events,male,black,13,2. Teen,Mpumalanga,0:00:04,1. Skim,0.001111,0.001111,42:00.0,Thu,18,Feb,Weekday,6. Evening_Peak
Boomerang,male,black,33,3. Young Adult,Gauteng,0:01:29,1. Skim,0.024723,0.024723,18:00.0,Tue,1,Mar,Weekday,6. Evening_Peak
Channel O,male,black,26,3. Young Adult,Gauteng,0:06:21,2. Short_watch,0.105833,0.105833,44:00.0,Wed,20,Jan,Weekday,4. Afternoon
Supersport Live Events,male,coloured,33,3. Young Adult,Western Cape,0:19:14,3. Regular_watch,0.320556,0.320556,55:00.0,Thu,18,Feb,Weekday,3. Mid_Morning
Trace TV,male,coloured,33,3. Young Adult,Western Cape,2:05:33,Binge,2.0925,2.0925,53:00.0,Fri,19,Feb,Weekday,2. Morning_Peak
Cartoon Network,male,None,19,2. Teen,Mpumalanga,0:00:42,1. Skim,0.011667,0.011667,18:00.0,Sun,17,Jan,Weekend,3. Mid_Morning
SawSee,male,white,25,3. Young Adult,Gauteng,0:00:21,1. Skim,0.005833,0.005833,09:00.0,Thu,3,Mar,Weekday,4. Afternoon
E! Entertainment,male,white,29,3. Young Adult,North West,0:00:30,1. Skim,0.008333,0.008333,58:00.0,Wed,17,Feb,Weekday,6. Evening_Peak
Trace TV,male,black,26,3. Young Adult,Gauteng,0:01:03,1. Skim,0.0175,0.0175,51:00.0,Thu,24,Mar,Weekday,5. Evening
CNN,male,black,24,3. Young Adult,Gauteng,0:04:38,1. Skim,0.077223,0.077223,27:00.0,Sun,28,Feb,Weekend,5. Evening
SuperSport Blitz,male,black,38,4. Adult,Gauteng,0:07:10,2. Short_watch,0.119445,0.119445,35:00.0,Sun,28,Feb,Weekend,6. Evening_Peak
DStv Events 1,male,black,28,3. Young Adult,Gauteng,0:12:10,2. Short_watch,0.202778,0.202778,30:00.0,Thu,21,Jan,Weekday,6. Evening_Peak
Boomerang,male,black,26,3. Young Adult,Northern Cape,0:00:48,1. Skim,0.013333,0.013333,25:00.0,Wed,13,Jan,Weekday,3. Mid_Morning
Boomerang,male,black,26,3. Young Adult,Northern Cape,0:02:43,1. Skim,0.045277,0.045277,32:00.0,Sat,2,Jan,Weekend,4. Afternoon
CNN,male,black,26,3. Young Adult,Northern Cape,0:05:08,2. Short_watch,0.085555,0.085555,22:00.0,Mon,7,Mar,Weekday,2. Morning_Peak
Supersport Live Events,male,black,25,3. Young Adult,Gauteng,0:42:12,3. Regular_watch,0.703333,0.703333,45:00.0,Sun,14,Feb,Weekend,6. Evening_Peak
Trace TV,male,black,28,3. Young Adult,Mpumalanga,0:01:48,1. Skim,0.03,0.03,00:00.0,Sat,19,Mar,Weekend,5. Evening
Africa Magic,female,black,47,4. Adult,Eastern Cape,0:12:01,2. Short_watch,0.200278,0.200278,16:00.0,Wed,17,Feb,Weekday,6. Evening_Peak
Cartoon Network,female,black,47,4. Adult,Eastern Cape,0:00:01,1. Skim,0.000278,0.000278,56:00.0,Sun,28,Feb,Weekend,4. Afternoon
Supersport Live Events,male,black,25,3. Young Adult,Limpopo,0:03:22,1. Skim,0.056111,0.056111,44:00.0,Fri,5,Feb,Weekday,5. Evening
Africa Magic,male,white,59,4. Adult,Gauteng,0:00:28,1. Skim,0.015556,0.007778,46:00.0,Sun,21,Feb,Weekend,5. Evening
ICC Cricket World Cup 2011,male,black,31,3. Young Adult,Gauteng,0:00:00,1. Skim,0,0.00E+00,59:00.0,Wed,2,Mar,Weekday,3. Mid_Morning
Supersport Live Events,male,black,31,3. Young Adult,Gauteng,1:39:58,4. Long_watch,1.666111,1.666111,47:00.0,Fri,4,Mar,Weekday,6. Evening_Peak
SuperSport Blitz,None,None,0,1. Children,None,0:00:42,1. Skim,0.011667,0.011667,09:00.0,Wed,20,Jan,Weekday,6. Evening_Peak
SawSee,female,coloured,26,3. Young Adult,Kwazulu Natal,0:00:38,1. Skim,0.010556,0.010556,33:00.0,Sun,27,Mar,Weekend,3. Mid_Morning
Africa Magic,male,black,24,3. Young Adult,Eastern Cape,0:03:11,1. Skim,0.053056,0.053056,37:00.0,Thu,10,Mar,Weekday,3. Mid_Morning
Trace TV,male,black,25,3. Young Adult,Limpopo,0:00:24,1. Skim,0.006667,0.006667,05:00.0,Sun,3,Jan,Weekend,4. Afternoon
CNN,male,indian_asian,27,3. Young Adult,Gauteng,0:01:05,1. Skim,0.018056,0.018056,58:00.0,Mon,28,Mar,Weekday,5. Evening
Supersport Live Events,male,black,40,4. Adult,Gauteng,0:00:32,1. Skim,0.008889,0.008889,40:00.0,Fri,29,Jan,Weekday,2. Morning_Peak
Cartoon Network,male,black,20,3. Young Adult,Mpumalanga,0:11:18,2. Short_watch,0.188333,0.188333,04:00.0,Sat,23,Jan,Weekend,4. Afternoon
Break in transmission,male,black,57,4. Adult,Gauteng,0:00:13,1. Skim,0.003611,0.003611,07:00.0,Wed,10,Feb,Weekday,6. Evening_Peak
Africa Magic,male,black,52,4. Adult,Mpumalanga,0:00:01,1. Skim,0.000278,0.000278,52:00.0,Mon,28,Mar,Weekday,4. Afternoon
E! Entertainment,male,None,22,3. Young Adult,Kwazulu Natal,0:02:34,1. Skim,0.042777,0.042777,52:00.0,Thu,14,Jan,Weekday,4. Afternoon
Cartoon Network,male,None,22,3. Young Adult,Kwazulu Natal,0:03:51,1. Skim,0.064167,0.064167,38:00.0,Tue,12,Jan,Weekday,4. Afternoon
Trace TV,male,black,44,4. Adult,North West,0:01:15,1. Skim,0.020834,0.020834,21:00.0,Tue,22,Mar,Weekday,4. Afternoon
Vuzu,male,black,28,3. Young Adult,Eastern Cape,0:00:36,1. Skim,0.01,0.01,30:00.0,Sun,10,Jan,Weekend,5. Evening
Boomerang,male,white,21,3. Young Adult,Eastern Cape,0:03:33,1. Skim,0.059167,0.059167,02:00.0,Mon,18,Jan,Weekday,4. Afternoon
ICC Cricket World Cup 2011,male,indian_asian,40,4. Adult,Mpumalanga,0:03:18,1. Skim,0.055,0.055,47:00.0,Sat,27,Feb,Weekend,3. Mid_Morning
SuperSport Blitz,male,black,28,3. Young Adult,Mpumalanga,0:03:10,1. Skim,0.052778,0.052778,52:00.0,Sat,6,Feb,Weekend,2. Morning_Peak
Supersport Live Events,male,coloured,27,3. Young Adult,Western Cape,0:42:08,3. Regular_watch,0.702222,0.702222,50:00.0,Tue,26,Jan,Weekday,6. Evening_Peak
SuperSport Blitz,male,coloured,27,3. Young Adult,Western Cape,0:00:48,1. Skim,0.013333,0.013333,18:00.0,Tue,1,Mar,Weekday,5. Evening
Africa Magic,male,black,20,3. Young Adult,Gauteng,0:07:50,2. Short_watch,0.130556,0.130556,12:00.0,Fri,15,Jan,Weekday,3. Mid_Morning
Africa Magic,male,coloured,32,3. Young Adult,Western Cape,0:00:02,1. Skim,0.000556,0.000556,30:00.0,Fri,29,Jan,Weekday,6. Evening_Peak
E! Entertainment,male,white,27,3. Young Adult,North West,0:02:00,1. Skim,0.033333,0.033333,57:00.0,Thu,28,Jan,Weekday,5. Evening
E! Entertainment,male,black,32,3. Young Adult,Gauteng,0:00:20,1. Skim,0.005556,0.005556,06:00.0,Tue,12,Jan,Weekday,6. Evening_Peak
SuperSport Blitz,male,black,29,3. Young Adult,Eastern Cape,0:04:34,1. Skim,0.076111,0.076111,08:00.0,Fri,25,Mar,Weekday,6. Evening_Peak
Supersport Live Events,male,black,36,4. Adult,Limpopo,0:00:22,1. Skim,0.006111,0.006111,41:00.0,Fri,12,Feb,Weekday,4. Afternoon
